Position,Cosine Similarity,Weighted Distance
dancer1.jpg,0.09846622185515275,0.4251326706712131
dancer3.jpg,0.024035318041359277,0.2111668861174761
dancer4.jpg,0.019874855722772478,0.1967817826375029
kidst1.jpg,-2.220446049250313e-16,0.0
manst1.jpg,0.003985771834674412,0.08276379277538551
med1.jpg,0.029788544349782953,0.3845522558997076
med2.png,0.0567226562844767,0.33201057490220603
nadal1.jpg,0.031353402518104034,0.3033935999086496
nadal2.jpg,0.060335657579036694,0.366764153437887
neymar1.jpg,0.0161498959653934,0.17938403636249903
neymar2.jfif,0.04408640777702699,0.3112786879569812
pitching1.jpg,0.03587988613149373,0.2520127350971738
pitching2.jpg,0.03664308102914726,0.2521537977382826
ronaldo1.jpg,0.026265241190862487,0.21269840687192268
ronaldo2.jpg,0.03853965873510501,0.3127741699794978
running1.jpg,0.07568734277472988,0.44050191458670124
running2.jpg,0.028201127759290956,0.25509050544650297
usb1.jpg,0.03310697387866024,0.22478076392484933
usb2.jpg,0.03684575143216462,0.29027920102215515
